Time UTC,Hex,Callsign,Altitude,Speed,Latitude,Longitude,Registration,Model,Operator
2025-05-05 06:31:16,7C045C,,23875,,,,,,
2025-05-05 06:31:17,7C045C,,23925,,,,,,
2025-05-05 06:31:18,7C045C,,24000,,-37.14128,145.43564,,,
2025-05-05 06:31:19,7C045C,,,,,,,,
2025-05-05 06:31:20,7C045C,,24350,,,,,,
2025-05-05 06:31:51,7C045C,,,,,,,,
2025-05-05 06:40:49,7C6D9F,,,,,,VH-VXT,B738,Qantas
2025-05-05 06:42:22,7C6DDC,,,,,,VH-VZI,B738,Qantas
2025-05-05 06:42:53,7C6DDC,,,394,,,VH-VZI,B738,Qantas
2025-05-05 06:42:53,7C6DDC,,,,,,VH-VZI,B738,Qantas
2025-05-05 06:42:53,7C6DDC,,24500,,,,VH-VZI,B738,Qantas
2025-05-05 06:42:53,7C6DDC,,24500,,,,VH-VZI,B738,Qantas
2025-05-05 06:42:53,7C6DDC,,24475,,,,VH-VZI,B738,Qantas
2025-05-05 06:42:53,7C6DDC,,24425,,,,VH-VZI,B738,Qantas
2025-05-05 06:42:53,7C6DDC,,,,,,VH-VZI,B738,Qantas
2025-05-05 06:42:53,7C6DDC,QFA156,,,,,VH-VZI,B738,Qantas
2025-05-05 06:42:53,7C6DDC,,24300,,,,VH-VZI,B738,Qantas
2025-05-05 06:42:53,7C6DDC,,,390,,,VH-VZI,B738,Qantas
2025-05-05 06:42:53,7C6DDC,,24050,,,,VH-VZI,B738,Qantas
2025-05-05 06:43:23,7C6DDC,,,388,,,VH-VZI,B738,Qantas
2025-05-05 06:43:23,7C6DDC,,23875,,,,VH-VZI,B738,Qantas
2025-05-05 06:43:23,7C6DDC,,,388,,,VH-VZI,B738,Qantas
2025-05-05 06:43:23,7C6DDC,,,,,,VH-VZI,B738,Qantas
2025-05-05 06:43:23,7C6DDC,,23600,,,,VH-VZI,B738,Qantas
2025-05-05 06:43:23,7C6DDC,,,,,,VH-VZI,B738,Qantas
2025-05-05 06:43:23,7C6DDC,,23525,,,,VH-VZI,B738,Qantas
2025-05-05 06:43:23,7C6DDC,,,384,,,VH-VZI,B738,Qantas
2025-05-05 06:43:23,7C6DDC,,,,,,VH-VZI,B738,Qantas
2025-05-05 06:43:23,7C6DDC,,23300,,-38.11748,145.96500,VH-VZI,B738,Qantas
2025-05-05 06:43:23,7C6DDC,,,,,,VH-VZI,B738,Qantas
2025-05-05 06:43:23,7C6DDC,,,383,,,VH-VZI,B738,Qantas
2025-05-05 06:43:23,7C6DDC,QFA156,,,,,VH-VZI,B738,Qantas
2025-05-05 06:43:23,7C6DDC,,23175,,-38.11646,145.95844,VH-VZI,B738,Qantas
2025-05-05 06:43:23,7C6DDC,,23050,,,,VH-VZI,B738,Qantas
2025-05-05 06:43:23,7C6DDC,,,,,,VH-VZI,B738,Qantas
2025-05-05 06:43:23,7C6DDC,,23000,,,,VH-VZI,B738,Qantas
2025-05-05 06:43:23,7C6DDC,,,,,,VH-VZI,B738,Qantas
2025-05-05 06:43:23,7C6DDC,,,380,,,VH-VZI,B738,Qantas
2025-05-05 06:43:23,7C6DDC,QFA156,,,,,VH-VZI,B738,Qantas
2025-05-05 06:43:23,7C6DDC,,,,,,VH-VZI,B738,Qantas
2025-05-05 06:43:53,7C6DDC,,22675,,,,VH-VZI,B738,Qantas
2025-05-05 06:43:53,359B91,,,118,,,,,
2025-05-05 06:43:54,7C6DDC,,22625,,,,VH-VZI,B738,Qantas
2025-05-05 06:43:54,7C6DDC,,22625,,-38.11227,145.93026,VH-VZI,B738,Qantas
2025-05-05 06:43:54,7C6DDC,,,,,,VH-VZI,B738,Qantas
2025-05-05 06:43:54,7C6DDC,,,377,,,VH-VZI,B738,Qantas
2025-05-05 06:43:54,7C6DDC,,22325,,,,VH-VZI,B738,Qantas
2025-05-05 06:43:54,7C6DDC,,22325,,,,VH-VZI,B738,Qantas
2025-05-05 06:43:54,DDA871,,,,,,,,
2025-05-05 06:43:55,7C6DDC,,22025,,,,VH-VZI,B738,Qantas
2025-05-05 06:43:55,7C6DDC,,22025,,-38.10745,145.89879,VH-VZI,B738,Qantas
2025-05-05 06:43:55,7C6DDC,QFA156,,,,,VH-VZI,B738,Qantas
2025-05-05 06:43:55,7C6DDC,,,,,,VH-VZI,B738,Qantas
2025-05-05 06:43:55,7C6DDC,,,,,,VH-VZI,B738,Qantas
2025-05-05 06:43:55,7C6DDC,,21700,,-38.10478,145.88154,VH-VZI,B738,Qantas
2025-05-05 06:43:55,7C6DDC,,,370,,,VH-VZI,B738,Qantas
2025-05-05 06:43:55,7C6DDC,,,,,,VH-VZI,B738,Qantas
2025-05-05 06:43:55,7C6DDC,,,370,,,VH-VZI,B738,Qantas
2025-05-05 06:43:55,7C6DDC,,21625,,,,VH-VZI,B738,Qantas
2025-05-05 06:43:55,7C6DDC,,21625,,-38.10412,145.87730,VH-VZI,B738,Qantas
2025-05-05 06:43:55,7C6DDC,,,,,,VH-VZI,B738,Qantas
2025-05-05 06:43:55,7C6DDC,,,,,,VH-VZI,B738,Qantas
2025-05-05 06:44:25,7C6DDC,,21525,,-38.10315,145.87115,VH-VZI,B738,Qantas
2025-05-05 06:44:25,7C6DDC,,21475,,,,VH-VZI,B738,Qantas
2025-05-05 06:44:25,7C6DDC,,,368,,,VH-VZI,B738,Qantas
2025-05-05 06:44:25,7C6DDC,,,,,,VH-VZI,B738,Qantas
2025-05-05 06:44:25,7C6DDC,,21250,,-38.10087,145.85616,VH-VZI,B738,Qantas
2025-05-05 06:44:25,7C6DDC,,,,,,VH-VZI,B738,Qantas
2025-05-05 06:44:25,7C6DDC,,,,,,VH-VZI,B738,Qantas
2025-05-05 06:44:25,7C6DDC,,,365,,,VH-VZI,B738,Qantas
2025-05-05 06:44:25,7C6DDC,,,,,,VH-VZI,B738,Qantas
2025-05-05 06:44:25,7C6DDC,,,364,,,VH-VZI,B738,Qantas
2025-05-05 06:44:25,7C6DDC,,,364,,,VH-VZI,B738,Qantas
2025-05-05 06:44:25,7C6DDC,,20775,,,,VH-VZI,B738,Qantas
2025-05-05 06:44:25,7C6DDC,,,,,,VH-VZI,B738,Qantas
2025-05-05 06:44:25,7C6DDC,,,363,,,VH-VZI,B738,Qantas
2025-05-05 06:44:25,7C6DDC,,20750,,-38.09677,145.82918,VH-VZI,B738,Qantas
2025-05-05 06:44:25,7C6DDC,,,363,,,VH-VZI,B738,Qantas
2025-05-05 06:44:25,7C6DDC,,20675,,,,VH-VZI,B738,Qantas
2025-05-05 06:44:25,7C6DDC,,20650,,-38.09612,145.82500,VH-VZI,B738,Qantas
2025-05-05 06:44:25,7C6DDC,,20650,,,,VH-VZI,B738,Qantas
2025-05-05 06:44:25,7C6DDC,,,362,,,VH-VZI,B738,Qantas
2025-05-05 06:44:25,7C6DDC,,20625,,,,VH-VZI,B738,Qantas
2025-05-05 06:44:25,7C6DDC,,,362,,,VH-VZI,B738,Qantas
2025-05-05 06:44:25,7C6DDC,,,,,,VH-VZI,B738,Qantas
2025-05-05 06:44:25,7C6DDC,,20450,,,,VH-VZI,B738,Qantas
2025-05-05 06:44:25,7C6DDC,,,360,,,VH-VZI,B738,Qantas
2025-05-05 06:44:25,7C6DDC,,20350,,-38.09374,145.80947,VH-VZI,B738,Qantas
2025-05-05 06:44:25,7C6DDC,,,360,,,VH-VZI,B738,Qantas
2025-05-05 06:44:25,7C6DDC,,,,,,VH-VZI,B738,Qantas
2025-05-05 06:44:25,7C6DDC,,20325,,,,VH-VZI,B738,Qantas
2025-05-05 06:44:25,7C6DDC,,20300,,,,VH-VZI,B738,Qantas
2025-05-05 06:44:25,7C6DDC,,,359,,,VH-VZI,B738,Qantas
2025-05-05 06:44:55,7C6DDC,,,359,,,VH-VZI,B738,Qantas
2025-05-05 06:44:55,7C6DDC,,20025,,-38.09114,145.79234,VH-VZI,B738,Qantas
2025-05-05 06:44:55,7C6DDC,,,358,,,VH-VZI,B738,Qantas
2025-05-05 06:44:55,7C6DDC,,19950,,-38.09053,145.78822,VH-VZI,B738,Qantas
2025-05-05 06:44:55,7C6DDC,,,357,,,VH-VZI,B738,Qantas
2025-05-05 06:44:55,7C6DDC,,,,,,VH-VZI,B738,Qantas
2025-05-05 06:44:55,7C6DDC,,19800,,,,VH-VZI,B738,Qantas
2025-05-05 06:44:55,7C6DDC,,,,,,VH-VZI,B738,Qantas
2025-05-05 06:44:55,7C6DDC,,19775,,-38.08904,145.77836,VH-VZI,B738,Qantas
2025-05-05 06:44:55,7C6DDC,,19625,,-38.08786,145.77040,VH-VZI,B738,Qantas
2025-05-05 06:44:55,7C6DDC,,,355,,,VH-VZI,B738,Qantas
2025-05-05 06:44:55,7C6DDC,QFA156,,,,,VH-VZI,B738,Qantas
2025-05-05 06:44:55,7C6DDC,,19575,,-38.08746,145.76792,VH-VZI,B738,Qantas
2025-05-05 06:44:55,7C6DDC,,,355,,,VH-VZI,B738,Qantas
2025-05-05 06:44:55,7C6DDC,,19475,,,,VH-VZI,B738,Qantas
2025-05-05 06:44:55,7C6DDC,,19475,,,,VH-VZI,B738,Qantas
2025-05-05 06:44:55,7C6DDC,,19275,,,,VH-VZI,B738,Qantas
2025-05-05 06:44:55,7C6DDC,,,353,,,VH-VZI,B738,Qantas
2025-05-05 06:45:25,7C6DDC,,,352,,,VH-VZI,B738,Qantas
2025-05-05 06:45:25,7C6DDC,,18925,,,,VH-VZI,B738,Qantas
2025-05-05 06:45:25,7C6DDC,,18525,,-38.07927,145.71322,VH-VZI,B738,Qantas
2025-05-05 06:45:25,7C6DDC,,,,,,VH-VZI,B738,Qantas
2025-05-05 06:45:25,7C6DDC,,18175,,-38.07646,145.69472,VH-VZI,B738,Qantas
2025-05-05 06:52:03,C82953,,,412,,,ZK-NHF,A20N,
2025-05-05 06:52:04,C82953,,25750,,,,ZK-NHF,A20N,
2025-05-05 06:52:34,C82953,,,,,,ZK-NHF,A20N,
2025-05-05 06:52:34,C82953,,,,,,ZK-NHF,A20N,
2025-05-05 06:52:34,C82953,,,,,,ZK-NHF,A20N,
2025-05-05 06:52:34,C82953,,,405,,,ZK-NHF,A20N,
2025-05-05 06:53:04,C82953,,,398,,,ZK-NHF,A20N,
2025-05-05 06:53:04,C82953,,23425,,,,ZK-NHF,A20N,
2025-05-05 06:53:04,C82953,,,398,,,ZK-NHF,A20N,
2025-05-05 06:53:04,C82953,,,,,,ZK-NHF,A20N,
2025-05-05 06:53:04,C82953,,,,,,ZK-NHF,A20N,
2025-05-05 06:53:34,C82953,,,,,,ZK-NHF,A20N,
2025-05-05 06:53:34,C82953,,,,,,ZK-NHF,A20N,
2025-05-05 06:53:34,C82953,,,393,,,ZK-NHF,A20N,
2025-05-05 06:53:34,C82953,,22425,,,,ZK-NHF,A20N,
2025-05-05 06:53:34,C82953,,,,,,ZK-NHF,A20N,
2025-05-05 06:53:34,C82953,,,,,,ZK-NHF,A20N,
2025-05-05 06:53:34,C82953,,,390,,,ZK-NHF,A20N,
2025-05-05 06:53:34,C82953,,21975,,,,ZK-NHF,A20N,
2025-05-05 06:53:34,C82953,,21850,,,,ZK-NHF,A20N,
2025-05-05 06:53:34,C82953,,21800,,-38.15184,145.89754,ZK-NHF,A20N,
2025-05-05 06:53:34,C82953,,,,,,ZK-NHF,A20N,
2025-05-05 06:53:34,C82953,,21750,,-38.15086,145.89533,ZK-NHF,A20N,
2025-05-05 06:53:34,C82953,,,388,,,ZK-NHF,A20N,
2025-05-05 06:53:34,C82953,,,,,,ZK-NHF,A20N,
2025-05-05 06:54:04,C82953,,,,,,ZK-NHF,A20N,
2025-05-05 06:54:04,C82953,,21100,,-38.13741,145.86411,ZK-NHF,A20N,
2025-05-05 06:54:04,C82953,,,380,,,ZK-NHF,A20N,
2025-05-05 06:54:04,C82953,,21025,,-38.13573,145.86022,ZK-NHF,A20N,
2025-05-05 06:54:04,C82953,,,379,,,ZK-NHF,A20N,
2025-05-05 06:54:04,C82953,,,380,,,ZK-NHF,A20N,
2025-05-05 06:54:04,C82953,,,,,,ZK-NHF,A20N,
2025-05-05 06:54:04,C82953,,20675,,-38.12987,145.84667,ZK-NHF,A20N,
2025-05-05 06:54:04,C82953,,20625,,-38.12903,145.84470,ZK-NHF,A20N,
2025-05-05 06:54:04,C82953,,,378,,,ZK-NHF,A20N,
2025-05-05 06:54:04,C82953,,,,,,ZK-NHF,A20N,
2025-05-05 06:54:04,C82953,,,378,,,ZK-NHF,A20N,
2025-05-05 06:54:04,C82953,,20300,,-38.12396,145.83288,ZK-NHF,A20N,
2025-05-05 06:54:04,C82953,,20250,,-38.12312,145.83091,ZK-NHF,A20N,
2025-05-05 06:54:04,C82953,,,,,,ZK-NHF,A20N,
2025-05-05 06:54:04,C82953,,,378,,,ZK-NHF,A20N,
2025-05-05 06:54:04,C82953,,20150,,-38.12158,145.82744,ZK-NHF,A20N,
2025-05-05 06:54:04,C82953,,,,,,ZK-NHF,A20N,
2025-05-05 06:54:04,C82953,,,,,,ZK-NHF,A20N,
2025-05-05 06:54:04,C82953,,19950,,-38.11821,145.81955,ZK-NHF,A20N,
2025-05-05 06:54:04,C82953,,,,,,ZK-NHF,A20N,
2025-05-05 06:54:34,C82953,,19900,,-38.11739,145.81762,ZK-NHF,A20N,
2025-05-05 06:54:34,C82953,,,377,,,ZK-NHF,A20N,
2025-05-05 06:54:34,C82953,,19750,,-38.11487,145.81177,ZK-NHF,A20N,
2025-05-05 06:54:34,C82953,,19725,,-38.11414,145.81008,ZK-NHF,A20N,
2025-05-05 06:54:34,C82953,,,377,,,ZK-NHF,A20N,
2025-05-05 06:54:34,C82953,,,,,,ZK-NHF,A20N,
2025-05-05 06:54:34,C82953,,,376,,,ZK-NHF,A20N,
2025-05-05 06:54:34,C82953,,19625,,,,ZK-NHF,A20N,
2025-05-05 06:54:34,C82953,,,,,,ZK-NHF,A20N,
2025-05-05 06:54:34,C82953,,,376,,,ZK-NHF,A20N,
2025-05-05 06:54:34,C82953,,19400,,,,ZK-NHF,A20N,
2025-05-05 06:54:34,C82953,,,376,,,ZK-NHF,A20N,
2025-05-05 06:54:34,C82953,,19400,,,,ZK-NHF,A20N,
2025-05-05 06:54:34,C82953,,,376,,,ZK-NHF,A20N,
2025-05-05 06:54:34,C82953,,,,,,ZK-NHF,A20N,
2025-05-05 06:54:34,C82953,,,,,,ZK-NHF,A20N,
2025-05-05 06:54:34,C82953,,19200,,-38.10492,145.78869,ZK-NHF,A20N,
2025-05-05 06:54:34,C82953,,,375,,,ZK-NHF,A20N,
2025-05-05 06:54:34,C82953,,19100,,-38.10329,145.78481,ZK-NHF,A20N,
2025-05-05 06:54:34,C82953,,,375,,,ZK-NHF,A20N,
2025-05-05 06:54:34,C82953,,,,,,ZK-NHF,A20N,
2025-05-05 06:54:34,C82953,ANZ213,,,,,ZK-NHF,A20N,
2025-05-05 06:54:34,C82953,,,375,,,ZK-NHF,A20N,
2025-05-05 06:54:34,C82953,,,,,,ZK-NHF,A20N,
2025-05-05 06:54:34,C82953,,,374,,,ZK-NHF,A20N,
2025-05-05 06:54:34,C82953,,18925,,-38.09990,145.77706,ZK-NHF,A20N,
2025-05-05 06:54:34,C82953,,,,,,ZK-NHF,A20N,
2025-05-05 06:54:34,C82953,,18825,,-38.09811,145.77280,ZK-NHF,A20N,
2025-05-05 06:54:34,C82953,,,,,,ZK-NHF,A20N,
2025-05-05 06:54:34,C82953,,18725,,,,ZK-NHF,A20N,
2025-05-05 06:54:34,C82953,,18650,,-38.09481,145.76523,ZK-NHF,A20N,
2025-05-05 06:54:34,C82953,,,373,,,ZK-NHF,A20N,
2025-05-05 06:54:34,C82953,,,,,,ZK-NHF,A20N,
2025-05-05 06:55:04,C82953,,18375,,-38.09011,145.75424,ZK-NHF,A20N,
2025-05-05 06:55:04,C82953,,,,,,ZK-NHF,A20N,
2025-05-05 06:55:04,C82953,,18350,,-38.08932,145.75240,ZK-NHF,A20N,
2025-05-05 06:55:04,C82953,ANZ213,,,,,ZK-NHF,A20N,
2025-05-05 06:55:04,C82953,,,,,,ZK-NHF,A20N,
2025-05-05 06:55:04,C82953,,,371,,,ZK-NHF,A20N,
2025-05-05 06:55:04,C82953,,,371,,,ZK-NHF,A20N,
2025-05-05 06:55:04,C82953,,,,,,ZK-NHF,A20N,
2025-05-05 06:55:04,C82953,,,,,,ZK-NHF,A20N,
2025-05-05 06:55:04,C82953,,,370,,,ZK-NHF,A20N,
2025-05-05 06:55:04,C82953,,,,,,ZK-NHF,A20N,
2025-05-05 06:55:34,C82953,,,,,,ZK-NHF,A20N,
